번호,개방서비스명,인허가일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,관리주체
56,병원,2013-07-05,1,영업/정상,13,영업중,,,,,041-575-7100,4606.64,,충청남도 천안시 서북구 성정동 1022번지,충청남도 천안시 서북구 쌍용대로 225 (성정동),31140,천안재활병원,2024-01-12 9:57,2024-01-14 2:40,병원,211973.2874,368470.587,병원,53,29,141,4606.64,120 102 101 122,"내과, 신경과, 재활의학과, 가정의학과",,,,0,0,,,0,,시도
57,병원,2013-12-26,1,영업/정상,13,영업중,,,,,041-415-2222,,,,충청남도 천안시 서북구 동서대로 110-23 (성정동),31133,참조은요양병원,2023-04-26 10:19,2023-04-29 2:40,요양병원(일반요양병원),211995.5256,369196.042,요양병원(일반요양병원),20,23,144,2604.26,101 102 104 105 106 116 119 122 301 308,"내과, 신경과, 외과, 정형외과, 신경외과, 영상의학과, 진단검사의학과, 가정의학과, 한방내과, 침구과",,,,0,0,,,0,,시군구
58,병원,2014-11-14,1,영업/정상,13,영업중,,,,,041-415-1004,1497.7,331-946,충청남도 천안시 서북구 쌍용동 415번지 1호,"충청남도 천안시 서북구 쌍용19로 21 (쌍용동, 유림빌딩(2,3,4층))",31172,천안우리요양병원,2024-01-05 11:25,2024-01-07 2:40,요양병원(일반요양병원),210752.2867,365878.1086,요양병원(일반요양병원),9,10,70,1497.7,101 104 122 120,"내과, 외과, 재활의학과, 가정의학과",,,,0,0,,,0,,시군구
59,병원,2015-05-21,1,영업/정상,13,영업중,,,,,041-415-1075,933.25,,충청남도 천안시 서북구 쌍용동 446-3 1~5층,"충청남도 천안시 서북구 충무로 143-7, 1~5층 (쌍용동)",31174,바른한방병원,2024-01-05 11:21,2024-01-07 2:40,한방병원,210871.4677,365780.8906,한방병원,10,18,54,933.25,120 301 302 303 305 306 308,"재활의학과, 한방내과, 한방부인과, 한방소아과, 한방신경정신과, 한방재활의학과, 침구과",,,,0,0,,,0,,시도
60,병원,2019-09-27,1,영업/정상,13,영업중,,,,,041-563-0000,2349.29,,충청남도 천안시 서북구 불당동 1489-1,"충청남도 천안시 서북구 불당25로 206, 3,4,5층(외1 불당25로208 4,5층) (불당동)",31156,아이본병원,2024-01-12 9:55,2024-01-14 2:40,병원,209691.4165,368693.3002,병원,19,49,98,2349.29,101 111 114 116 120 122 124 125 301 303 304 306 307 308,"내과, 소아청소년과, 피부과, 영상의학과, 재활의학과, 가정의학과, 직업환경의학과, 응급의학과, 한방내과, 한방소아과, 한방안·이비인후·피부과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시도
61,병원,2024-01-12,1,영업/정상,13,영업중,,,,,041-900-7979,2159.44,,충청남도 천안시 서북구 성정동 1527 더노블,"충청남도 천안시 서북구 성정공원1길 9-7, 더노블 5~8층 (성정동)",31109,더노블천안한방병원,2024-01-22 14:38,2024-01-24 2:40,한방병원,212280.27,369454.2752,한방병원,2,20,43,2159.44,308 307 306 305 304 303 302 301 120 109,"마취통증의학과, 재활의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
62,병원,2023-06-09,1,영업/정상,13,영업중,,,,,041-622-3311,5432.62,,충청남도 천안시 동남구 삼룡동 381-22 천안효요양병원,"충청남도 천안시 동남구 천안대로 215, 천안효요양병원 B1~3(일부)층 (삼룡동)",31212,프라미스요양병원,2024-01-26 11:52,2024-01-28 2:40,요양병원(일반요양병원),214670.3923,362906.8475,요양병원(일반요양병원),20,44,196,5432.62,308 307 306 305 304 303 302 301 120 106 104 101,"내과, 외과, 신경외과, 재활의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
63,병원,2013-05-03,1,영업/정상,13,영업중,,,,,041-537-0000,3229,,충청남도 천안시 서북구 불당동 1536번지 2호,"충청남도 천안시 서북구 불당21로 67-18, 7~9층 (불당동)",31156,연세나무병원,2023-11-13 13:01,2023-11-15 2:40,병원,209613.1888,368077.2137,병원,29,21,72,3229,122 116 109 106 105,"정형외과, 신경외과, 마취통증의학과, 영상의학과, 가정의학과",,,,0,0,,,0,,시도
64,병원,2014-01-08,1,영업/정상,13,영업중,,,,,041-558-1000,4052,,충청남도 천안시 동남구 영성동 170번지 2호,"충청남도 천안시 동남구 영성로 7 (영성동, 가야요양병원)",31130,가야요양병원,2024-01-26 11:52,2024-01-28 2:40,요양병원(일반요양병원),213355.0463,366407.4927,요양병원(일반요양병원),26,29,180,4052,301 120 104 102 101,"내과, 신경과, 외과, 재활의학과, 한방내과",,,,0,0,,,0,,시군구
65,병원,2016-02-25,1,영업/정상,13,영업중,,,,,041-556-7781,3065.5,,충청남도 천안시 동남구 대흥동 80번지,"충청남도 천안시 동남구 대흥로 228 (대흥동, 삼영빌딩)",31129,의료법인 백석의료재단 한사랑요양병원,2024-01-19 15:44,2024-01-21 2:40,요양병원(일반요양병원),213145.0075,367451.6181,요양병원(일반요양병원),28,35,197,3065.5,301 120 106 105 101,"내과, 정형외과, 신경외과, 재활의학과, 한방내과",,,,0,0,,,0,,시군구
66,병원,2016-04-29,1,영업/정상,13,영업중,,,,,041-564-5555,5968.9,,충청남도 천안시 동남구 구성동 87번지,충청남도 천안시 동남구 정골2길 91 (구성동),31070,선한이웃요양병원,2024-01-12 9:18,2024-01-14 2:40,요양병원(일반요양병원),215763.9489,366446.3467,요양병원(일반요양병원),44,53,290,5968.9,308 122 101,"내과, 가정의학과, 침구과",,,,0,0,,,0,,시군구
67,병원,2021-10-27,1,영업/정상,13,영업중,,,,,041-571-1075,2503.01,,충청남도 천안시 서북구 쌍용동 1235,"충청남도 천안시 서북구 서부대로 368, 3~5층 (쌍용동)",31155,천안도솔한방병원,2024-01-04 18:07,2024-01-06 2:40,한방병원,211268.1939,366534.0605,한방병원,17,23,57,2503.01,308 307 306 305 304 303 302 301 122 109 101,"내과, 마취통증의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
68,병원,2021-11-02,1,영업/정상,13,영업중,,,,,041-417-0001,7385.71,,충청남도 천안시 동남구 신부동 468-3,"충청남도 천안시 동남구 만남로 64, 1층일부,4~9층 (신부동)",31124,나은필병원,2024-01-26 11:52,2024-01-28 2:40,병원,214154.429,368636.7574,병원,74,53,170,7385.71,120 116 109 108 105 101,"내과, 정형외과, 성형외과, 마취통증의학과, 영상의학과, 재활의학과",,,,0,0,,,0,,시군구
69,병원,2021-07-30,1,영업/정상,13,영업중,,,,,041-562-7000,5578.79,,,충청남도 천안시 동남구 터미널3길 5(신부동),31119,천안다나힐병원,2024-01-26 11:53,2024-01-28 2:40,병원,214090.9297,368733.0771,병원,14,28,66,5578.79,101 104 106 111 114 115 122 301 302 303 304 305 307 308,"내과, 외과, 신경외과, 소아청소년과, 피부과, 비뇨의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
70,병원,2021-08-23,1,영업/정상,13,영업중,,,,,041-417-1075,2048.15,,충청남도 천안시 서북구 성성동 681,"충청남도 천안시 서북구 성성8로 2-15, 5,6,7층 (성성동)",31078,예스365한방병원,2024-01-12 9:55,2024-01-14 2:40,한방병원,211541.7053,370948.2517,한방병원,16,28,57,2048.15,308 307 306 305 304 303 302 301 120 115 106 105,"정형외과, 신경외과, 비뇨의학과, 재활의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
71,병원,2023-01-06,1,영업/정상,13,영업중,,,,,041-582-2200,3445.6,,"충청남도 천안시 서북구 직산읍 삼은리 36-16 2층 201호, 3층","충청남도 천안시 서북구 직산읍 직산로 65, 2층 201호, 3층",31037,직산큰병원,2023-12-04 13:25,2023-12-06 2:40,병원,213716.8108,375782.2854,병원,5,16,41,3445.6,111 105 101,"내과, 정형외과, 소아청소년과",,,,0,0,,,0,,시군구
72,병원,2022-11-09,1,영업/정상,13,영업중,,,,,041-904-7000,2107,,충청남도 천안시 서북구 백석동 173-2 1~4층,"충청남도 천안시 서북구 백석로 99, 1~4층 (백석동)",31097,천안퍼스트힐요양병원,2023-12-15 15:11,2023-12-17 2:40,요양병원(일반요양병원),210878.8527,369190.9341,요양병원(일반요양병원),9,20,48,2107,101 110 122,"내과, 산부인과, 가정의학과",,,,0,0,,,0,,시군구
73,병원,2022-07-19,1,영업/정상,13,영업중,,,,,041-414-9696,3071.6,,충청남도 천안시 서북구 불당동 1491 4층,"충청남도 천안시 서북구 불당23로 73-27, 4층 (불당동)",31156,바를추한방병원,2024-01-15 16:22,2024-01-17 2:40,한방병원,209712.8907,368783.7319,한방병원,8,23,55,3071.6,308 306 303 302 301 104 101,"내과, 외과, 한방내과, 한방부인과, 한방소아과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
74,병원,2019-01-02,1,영업/정상,13,영업중,,,,,041-567-1111,5796.41,,,"충청남도 천안시 서북구 불당25로 226-0, 2~4층 (불당동,골든스퀘어2차)",31156,서울프라임병원,2024-01-12 9:55,2024-01-14 2:40,병원,209736.2451,368877.7535,병원,19,30,98,5796.41,122 120 116 113 111 109 106 105 104 101,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 영상의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,시도
75,병원,2020-12-03,1,영업/정상,13,영업중,,,,,041-414-7500,3809.96,,"충청남도 천안시 서북구 불당동 1491 2층, 3층","충청남도 천안시 서북구 불당23로 73-27, 2층,3층 2층(217~222)호 (불당동)",31156,천안리턴병원,2024-01-26 16:25,2024-01-28 2:40,병원,209712.8907,368783.7319,병원,41,31,110,3809.96,308 307 306 305 304 303 302 301 122 120 114 113 111 109 106 105 104 101,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
76,병원,2022-06-14,1,영업/정상,13,영업중,,,,,041-564-8271,1541.68,,,"충청남도 천안시 서북구 원두정3길 37, 4층,5층 (두정동)",31107,천안성심요양병원,2024-01-22 14:37,2024-01-24 2:40,요양병원(일반요양병원),212170.7133,370236.836,요양병원(일반요양병원),9,20,100,1541.68,101 102 105 122 301,"내과, 신경과, 정형외과, 가정의학과, 한방내과",,,,0,0,,,0,,시군구
77,병원,2006-07-24,4,취소/말소/만료/정지/중지,24,직권폐업,2009-03-24,,,,621-7576,,,충청남도 천안시 두정동 611-1,,,천안의료소비자생활협동조합도솔요양병원,2009-12-18 13:54,2018-08-31 23:59,요양병원(일반요양병원),,,요양병원(일반요양병원),1,0,0,0,101,내과,,,,0,0,,,0,,시군구
78,병원,2007-06-07,4,취소/말소/만료/정지/중지,24,직권폐업,2013-03-20,,,,410-3000,,,충청남도 천안시 삼룡동 381-22,충청남도 천안시 동남구 천안대로 215 (삼룡동),330-150,천안효요양병원,2014-01-16 14:49,2018-08-31 23:59,요양병원(일반요양병원),214670.3923,362906.8475,요양병원(일반요양병원),6,26,179,0,101 122 120 102 103 106 125 109 301 306,"내과, 신경과, 정신건강의학과, 신경외과, 마취통증의학과, 재활의학과, 가정의학과, 응급의학과, 한방내과, 한방재활의학과",,,,0,0,,,0,,시군구
79,병원,2011-04-07,4,취소/말소/만료/정지/중지,24,직권폐업,2012-11-06,,,,587-5511,,331-946,충청남도 천안시 서북구 쌍용1동 415번지 1호 외1필지,"충청남도 천안시 서북구 쌍용19로 21 (쌍용동,외1필지)",,유림요양병원,2013-10-17 11:24,2018-08-31 23:59,요양병원(일반요양병원),210752.2867,365878.1086,요양병원(일반요양병원),2,9,60,0,102 109 101 104 105 113 120 301,"내과, 신경과, 외과, 정형외과, 마취통증의학과, 이비인후과, 재활의학과, 한방내과",,,,0,0,,,0,,시군구
80,병원,2014-06-18,4,취소/말소/만료/정지/중지,24,직권폐업,2016-11-23,,,,041-523-1000,,331-959,충청남도 천안시 서북구 두정동 945번지,충청남도 천안시 서북구 두정로 187 (두정동),31100,의료법인금비의료재단시온척척병원,2016-11-23 15:34,2018-08-31 23:59,병원,212215.6754,370300.9227,병원,28,0,98,4049.96,106 105 101 114 108 116 109 104,"내과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 피부과, 영상의학과",,,,0,0,,,0,,시군구
81,병원,2002-08-24,3,폐업,3,폐업,2008-12-01,,,,041-852-5233,,,충청남도 공주시 봉정동 145,충청남도 공주시 봉정돌고개길 37 (봉정동),314-170,공주노인전문병원,2014-01-23 18:08,2018-08-31 23:59,요양병원(노인병원),208185.1907,326457.5135,요양병원(노인병원),1,0,60,516.35,120 103 122,"정신건강의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,시군구
82,병원,2000-10-23,3,폐업,3,폐업,2022-05-23,,,,041-850-7700,,314-802,충청남도 공주시 신관동 606번지 4호,충청남도 공주시 번영2로 18-10 (신관동),32585,공주현대병원,2022-07-09 14:16,2022-07-12 2:40,병원,211849.1903,329774.309,병원,8,19,80,3973.78,116 109 105 101,"내과, 정형외과, 마취통증의학과, 영상의학과",,,,0,0,,,0,,시군구
83,병원,1983-07-21,1,영업/정상,13,영업중,,,,,041-962-1111,9426.89,,충청남도 공주시 웅진동 253번지 1호,충청남도 공주시 무령로 77 (웅진동),32542,충청남도 공주의료원,2023-09-22 11:34,2023-09-24 2:40,종합병원,209726.6911,328692.0952,종합병원,190,78,272,9426.89,411 409 408 407 406 405 403 402 308 125 120 119 116 115 112 111 110 109 107 105 104 102 101,"내과, 신경과, 외과, 정형외과, 심장혈관흉부외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 응급의학과, 침구과, 구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과",,,,0,0,,,0,,시군구
84,병원,1997-11-08,1,영업/정상,13,영업중,,,,,041-840-5400,,,,충청남도 공주시 반포면 반포초교길 253 (공주치료감호소),32621,국립법무병원,2022-06-20 11:04,2023-07-14 2:40,정신병원,221242.9335,323430.4677,정신병원,99,152,1200,51128,103,정신건강의학과,,,,0,0,,,0,,시군구
85,병원,1998-03-18,1,영업/정상,13,영업중,,,,,041-850-5700,11820.19,,,"충청남도 공주시 고분티로 623-21 (오곡동, 국립공주병원)",32601,국립공주병원,2023-09-08 5:43,2023-09-10 2:40,정신병원,209863.7844,322364.5176,정신병원,51,26,100,11820.19,407 103 101,"내과, 정신건강의학과, 치과보존과",,,,0,0,,,0,,시군구
86,병원,2004-07-02,1,영업/정상,13,영업중,,,,,041-881-6100,1284.1,,충청남도 공주시 금학동 330-3,"충청남도 공주시 우금티로 428, 3~4층 (금학동)",32602,의료법인 효심의료재단 공주참요양병원,2023-11-16 20:17,2023-11-18 2:40,요양병원(일반요양병원),210183.8115,325902.9786,요양병원(일반요양병원),11,22,89,1284.1,301 122 105,"정형외과, 가정의학과, 한방내과",,,,0,0,,,0,,시군구
87,병원,2004-03-01,1,영업/정상,13,영업중,,,,,041-841-2984,3068.54,,,충청남도 공주시 신풍면 대룡조평길 377,32525,의료법인 효준의료재단 공주요양병원,2023-09-06 11:21,2023-09-08 2:40,요양병원(일반요양병원),193547.6164,335348.6479,요양병원(일반요양병원),13,22,113,3068.54,301 109 104 101,"내과, 외과, 마취통증의학과, 한방내과",,,,0,0,,,0,,시군구
88,병원,2004-12-01,1,영업/정상,13,영업중,,,,,041-854-6701,4781.8,314-853,충청남도 공주시 탄천면 덕지리 179번지 6호,충청남도 공주시 탄천면 효자길 100,32611,주은라파스요양병원,2023-10-26 16:46,2023-10-28 2:40,요양병원(일반요양병원),205100.8197,310098.5954,요양병원(일반요양병원),40,109,299,4781.8,306 301 122 120 114 113 106 105 104 102 101,"내과, 신경과, 외과, 정형외과, 신경외과, 이비인후과, 피부과, 재활의학과, 가정의학과, 한방내과, 한방재활의학과",,,,0,0,,,0,,시군구
89,병원,2005-11-10,1,영업/정상,13,영업중,,,,,041-858-9900,,,충청남도 공주시 신관동 515번지 1호,충청남도 공주시 치미마을길 4 (신관동),32529,공주에덴요양병원,2022-07-09 14:21,2022-07-12 2:40,요양병원(일반요양병원),211295.326,330539.8372,요양병원(일반요양병원),8,15,99,1573.44,301 105 104 102 101,"내과, 신경과, 외과, 정형외과, 한방내과",,,,0,0,,,0,,시군구
